State,District,Crop,Season,Area_ha,Annual_Rainfall_mm,Temperature_C,Soil_pH,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Yield_ton_per_ha
Uttar Pradesh,Varanasi,Soybean,Kharif,78.94,866.0,21.4,7.02,188.5,1.17,5.545
Uttar Pradesh,Kanpur,Chickpea,Rabi,18.66,970.2,26.8,6.88,113.2,0.42,3.279
Haryana,Hisar,Groundnut,Kharif,171.52,606.1,19.5,7.11,147.7,2.68,4.962
Assam,Kamrup,Maize,Kharif,259.55,2207.6,25.4,4.74,117.6,1.66,9.257
Maharashtra,Nashik,Barley,Rabi,543.75,1088.6,22.5,6.47,173.0,1.94,7.851
Maharashtra,Pune,Groundnut,Kharif,229.24,572.5,28.4,6.12,131.0,0.2,4.65
West Bengal,Burdwan,Cotton,Kharif,53.91,1431.5,29.7,5.49,138.1,1.95,5.948
Odisha,Sambalpur,Rice,Kharif,260.7,1263.6,29.3,4.95,95.7,2.33,9.294
Rajasthan,Jaipur,Wheat,Rabi,38.21,428.9,33.7,7.98,84.0,0.93,5.292
Rajasthan,Jodhpur,Cotton,Kharif,965.4,241.6,24.5,7.55,87.9,4.0,3.286
Andhra Pradesh,Guntur,Cotton,Kharif,144.25,1018.0,32.1,7.26,112.8,2.27,5.111
Gujarat,Rajkot,Chickpea,Rabi,172.3,435.7,29.9,8.24,200.8,6.69,3.398
Andhra Pradesh,Kurnool,Cotton,Kharif,24.14,508.0,30.3,7.11,132.8,4.87,4.073
Tamil Nadu,Thanjavur,Cotton,Kharif,206.06,1092.0,30.8,7.4,105.3,1.09,4.995
Jharkhand,Ranchi,Wheat,Rabi,199.23,1372.3,34.4,6.84,84.2,0.82,7.5
Bihar,Muzaffarpur,Wheat,Rabi,91.85,1247.7,23.7,6.94,114.0,7.02,8.606
Haryana,Hisar,Sugarcane,Whole Year,633.27,473.7,21.5,7.68,144.1,3.14,12.245
Karnataka,Dharwad,Soybean,Kharif,79.12,533.6,27.6,6.08,128.9,0.26,4.314
Karnataka,Mysuru,Sugarcane,Whole Year,710.9,901.0,25.0,7.16,141.4,5.46,13.0
Uttar Pradesh,Agra,Sugarcane,Whole Year,95.21,1102.1,18.0,7.55,102.0,1.51,13.0
Bihar,Patna,Rice,Kharif,21.64,1277.3,27.6,6.95,108.7,3.18,10.346
Assam,Kamrup,Mustard,Rabi,31.33,1652.0,27.3,5.2,47.8,1.44,4.655
Odisha,Cuttack,Sugarcane,Whole Year,237.46,1462.9,27.5,5.96,165.4,1.67,13.0
Maharashtra,Pune,Chickpea,Rabi,267.05,1039.2,40.1,7.1,75.6,12.76,2.758
West Bengal,Burdwan,Chickpea,Rabi,360.98,1507.7,24.5,5.97,140.1,0.72,4.803
Haryana,Hisar,Barley,Rabi,4.32,694.9,24.3,7.07,123.1,3.3,6.009
Gujarat,Ahmedabad,Mustard,Rabi,333.57,661.4,33.1,6.68,130.5,1.84,3.88
Punjab,Ludhiana,Sugarcane,Whole Year,617.24,553.4,20.0,7.87,249.2,0.92,13.0
West Bengal,Burdwan,Mustard,Rabi,36.33,1839.2,27.6,5.0,163.5,0.1,5.836
Andhra Pradesh,Guntur,Maize,Kharif,40.55,852.0,27.4,6.94,142.4,8.98,8.812
Tamil Nadu,Coimbatore,Mustard,Rabi,51.64,1291.6,28.2,5.95,141.3,0.32,5.595
Punjab,Patiala,Maize,Kharif,72.06,607.4,18.5,6.5,221.6,1.93,9.022
Gujarat,Rajkot,Barley,Rabi,269.16,647.4,27.8,7.47,171.6,3.69,6.339
Karnataka,Raichur,Soybean,Kharif,363.62,996.2,16.8,7.03,122.0,2.38,5.838
Rajasthan,Bikaner,Chickpea,Rabi,98.65,292.1,36.1,6.93,67.1,1.04,1.743
Odisha,Puri,Chickpea,Rabi,139.31,1562.4,27.4,5.39,142.7,0.59,4.394
Tamil Nadu,Coimbatore,Maize,Kharif,94.65,848.2,35.3,6.47,166.1,0.77,8.136
Karnataka,Raichur,Barley,Rabi,126.65,943.4,27.9,6.57,140.6,2.0,6.376
Punjab,Patiala,Wheat,Rabi,85.93,430.1,19.3,6.93,216.0,5.58,8.513
Jharkhand,Ranchi,Mustard,Rabi,6.48,983.4,28.3,5.74,103.0,1.12,4.007
Andhra Pradesh,Guntur,Groundnut,Kharif,67.01,727.9,33.3,6.55,115.7,1.74,5.027
Karnataka,Raichur,Soybean,Kharif,224.79,691.0,28.2,6.73,100.7,0.42,4.612
Bihar,Gaya,Mustard,Rabi,98.37,1056.9,26.9,7.52,124.4,0.64,5.028
Jharkhand,Hazaribag,Groundnut,Kharif,36.49,938.3,16.8,5.96,119.0,0.6,4.977
Assam,Nagaon,Barley,Rabi,21.86,2001.0,22.6,5.47,92.0,0.72,6.054
Assam,Jorhat,Rice,Kharif,330.87,2279.1,25.2,6.44,103.1,6.07,10.749
Maharashtra,Pune,Groundnut,Kharif,11.19,1040.4,32.3,7.01,118.4,3.16,5.815
West Bengal,Murshidabad,Sugarcane,Whole Year,24.95,1706.5,36.2,7.27,93.5,1.71,13.0
Odisha,Sambalpur,Groundnut,Kharif,47.7,1661.3,28.0,5.99,99.2,3.54,7.05
Odisha,Cuttack,Chickpea,Rabi,125.56,1415.8,34.1,7.28,92.9,3.62,4.015
Punjab,Ludhiana,Groundnut,Kharif,18.29,575.5,26.7,6.69,221.6,4.98,5.99
Gujarat,Surat,Mustard,Rabi,156.58,782.4,25.1,7.12,152.9,5.74,5.435
Rajasthan,Jaipur,Mustard,Rabi,108.02,320.2,32.1,7.65,100.3,2.29,3.483
Andhra Pradesh,Krishna,Mustard,Rabi,193.23,1186.4,28.9,6.68,216.1,10.48,6.767
West Bengal,Burdwan,Barley,Rabi,350.03,1695.5,29.8,6.85,94.9,0.74,6.987
Rajasthan,Bikaner,Rice,Kharif,11.16,334.0,26.0,7.43,47.0,4.51,5.81
Madhya Pradesh,Indore,Wheat,Rabi,338.68,1298.1,25.6,6.4,144.3,3.69,9.045
Tamil Nadu,Coimbatore,Rice,Kharif,12.91,1261.6,31.7,6.59,121.3,0.68,10.184
Tamil Nadu,Coimbatore,Barley,Rabi,117.14,848.5,34.4,6.5,135.8,0.84,5.521
Karnataka,Raichur,Maize,Kharif,430.64,540.3,33.6,6.54,120.6,7.19,7.277
Bihar,Muzaffarpur,Mustard,Rabi,258.32,1065.3,26.4,6.24,124.4,5.37,5.495
Jharkhand,Dhanbad,Barley,Rabi,547.85,1312.2,22.2,6.0,102.5,0.1,6.755
Andhra Pradesh,Guntur,Chickpea,Rabi,116.83,906.0,32.8,6.37,148.9,12.96,3.823
Odisha,Puri,Chickpea,Rabi,91.72,1565.9,31.0,6.16,63.3,2.47,3.906
Maharashtra,Nagpur,Rice,Kharif,11.73,1051.7,37.9,6.6,176.7,4.87,9.524
Uttar Pradesh,Kanpur,Chickpea,Rabi,34.63,735.6,32.5,6.87,129.1,11.83,2.761
West Bengal,Nadia,Sugarcane,Whole Year,39.84,2082.1,25.5,6.86,107.5,2.85,13.0
Punjab,Patiala,Maize,Kharif,257.77,810.2,18.4,7.77,227.8,5.52,9.691
West Bengal,Burdwan,Mustard,Rabi,200.12,1224.1,22.4,5.93,85.7,4.4,5.078
Bihar,Patna,Groundnut,Kharif,207.15,1297.3,22.0,7.47,176.8,0.88,6.854
Uttar Pradesh,Kanpur,Wheat,Rabi,60.61,759.0,19.4,7.18,95.3,1.92,7.064
Assam,Kamrup,Chickpea,Rabi,461.11,2173.0,22.7,6.31,78.7,8.31,4.131
Assam,Kamrup,Sugarcane,Whole Year,53.36,1869.5,29.0,5.47,34.0,3.81,13.0
Madhya Pradesh,Jabalpur,Rice,Kharif,408.07,950.9,19.4,6.66,134.3,6.47,9.007
Assam,Kamrup,Sugarcane,Whole Year,253.16,2771.6,24.6,6.08,94.4,0.25,13.0
Bihar,Muzaffarpur,Soybean,Kharif,101.57,1201.6,36.3,6.19,78.4,1.2,5.667
Maharashtra,Pune,Chickpea,Rabi,150.91,1263.2,29.5,6.48,168.2,1.88,4.368
Haryana,Rohtak,Soybean,Kharif,256.31,554.6,28.7,7.0,195.1,3.21,5.876
Bihar,Gaya,Cotton,Kharif,116.52,1062.6,21.1,7.31,107.0,0.63,4.888
Jharkhand,Hazaribag,Chickpea,Rabi,204.49,1169.3,28.0,6.75,87.7,1.88,3.712
Madhya Pradesh,Jabalpur,Cotton,Kharif,0.62,1207.6,31.9,6.41,27.4,1.26,4.518
Tamil Nadu,Coimbatore,Wheat,Rabi,88.98,1014.9,35.4,6.3,151.5,6.6,8.016
Madhya Pradesh,Jabalpur,Sugarcane,Whole Year,118.87,539.4,29.0,6.59,161.1,5.61,13.0
Gujarat,Ahmedabad,Mustard,Rabi,259.88,483.9,26.8,7.26,170.1,0.71,4.497
Haryana,Hisar,Mustard,Rabi,110.15,579.5,20.3,8.52,137.7,0.4,4.138
Bihar,Muzaffarpur,Mustard,Rabi,417.39,966.4,24.7,7.42,219.7,3.58,6.253
Andhra Pradesh,Krishna,Cotton,Kharif,312.2,1044.2,27.9,7.21,187.7,0.1,5.861
Uttar Pradesh,Kanpur,Barley,Rabi,213.15,996.4,38.3,7.33,167.9,3.65,6.731
Uttar Pradesh,Varanasi,Soybean,Kharif,5.82,906.8,32.8,7.24,235.6,8.28,6.918
Gujarat,Ahmedabad,Mustard,Rabi,21.87,761.8,31.8,7.49,153.7,0.45,4.752
Madhya Pradesh,Indore,Groundnut,Kharif,149.71,1098.0,21.7,6.63,116.0,3.78,6.426
Uttar Pradesh,Varanasi,Maize,Kharif,172.54,836.2,21.4,6.43,182.6,2.67,8.917
Tamil Nadu,Coimbatore,Cotton,Kharif,79.76,979.5,30.0,6.16,117.1,4.71,4.72
Karnataka,Dharwad,Barley,Rabi,187.47,844.6,21.1,6.97,209.7,2.77,7.542
Haryana,Karnal,Maize,Kharif,1.69,418.9,34.4,7.08,162.0,6.82,7.369
Tamil Nadu,Thanjavur,Sugarcane,Whole Year,37.98,912.9,34.0,5.69,175.1,1.23,13.0
Rajasthan,Jaipur,Soybean,Kharif,44.14,190.8,28.6,7.22,85.2,1.51,2.4
Gujarat,Rajkot,Chickpea,Rabi,0.44,740.8,32.1,7.28,235.1,3.33,3.682
Maharashtra,Nashik,Rice,Kharif,17.73,936.6,31.2,7.82,117.7,0.83,8.309
Madhya Pradesh,Bhopal,Chickpea,Rabi,76.53,975.9,30.9,6.77,58.9,12.32,2.937
Assam,Nagaon,Cotton,Kharif,350.8,2384.9,32.0,5.56,96.2,7.06,6.234
Odisha,Sambalpur,Barley,Rabi,195.6,1254.1,35.0,5.87,89.0,0.75,5.666
West Bengal,Murshidabad,Sugarcane,Whole Year,240.22,1355.7,25.7,5.98,161.2,1.12,13.0
West Bengal,Nadia,Groundnut,Kharif,126.22,1250.3,29.0,6.25,113.8,0.45,6.104
Andhra Pradesh,Guntur,Maize,Kharif,415.52,1120.6,36.3,5.97,181.8,2.25,9.801
Uttar Pradesh,Kanpur,Wheat,Rabi,105.41,856.2,30.7,7.43,174.7,1.9,8.104
Bihar,Gaya,Wheat,Rabi,462.6,1053.9,30.3,6.77,159.4,1.15,8.955
Bihar,Gaya,Rice,Kharif,155.42,1189.6,32.4,5.98,104.0,7.58,9.6
Maharashtra,Nagpur,Wheat,Rabi,12.33,1206.7,23.8,7.01,133.1,0.51,8.727
Rajasthan,Jaipur,Rice,Kharif,200.75,554.3,27.6,7.32,108.4,1.82,7.533
Karnataka,Mysuru,Groundnut,Kharif,85.5,843.7,28.4,5.67,112.1,0.83,5.127
Haryana,Karnal,Wheat,Rabi,225.26,521.3,20.6,7.36,176.8,0.51,7.733
Rajasthan,Jaipur,Sugarcane,Whole Year,219.57,336.6,35.7,8.02,80.8,2.43,10.395
Maharashtra,Nashik,Mustard,Rabi,249.88,1277.0,22.7,7.96,100.9,0.15,4.926
Tamil Nadu,Madurai,Rice,Kharif,272.55,943.4,26.4,6.5,126.6,7.71,9.286
Karnataka,Dharwad,Mustard,Rabi,527.49,757.9,29.0,6.33,198.1,2.19,5.589
Jharkhand,Hazaribag,Barley,Rabi,241.73,1099.7,22.3,6.23,79.7,2.38,6.343
Tamil Nadu,Madurai,Cotton,Kharif,151.55,1003.4,32.6,5.12,118.3,3.19,4.948
Maharashtra,Nashik,Mustard,Rabi,397.63,1368.1,25.4,6.34,175.3,1.55,6.562
Bihar,Muzaffarpur,Chickpea,Rabi,46.91,1138.8,24.6,7.02,159.8,1.11,4.011
Karnataka,Raichur,Rice,Kharif,68.38,802.2,18.9,6.87,64.3,6.98,7.394
Rajasthan,Jaipur,Maize,Kharif,166.31,309.5,33.6,8.9,99.1,1.59,5.158
Maharashtra,Nagpur,Groundnut,Kharif,156.21,1014.0,23.3,6.16,96.8,3.39,5.296
Gujarat,Surat,Cotton,Kharif,141.39,628.1,37.0,6.72,134.9,2.04,4.145
Jharkhand,Ranchi,Soybean,Kharif,274.19,804.9,25.5,6.48,117.7,0.31,5.046
Maharashtra,Pune,Groundnut,Kharif,575.27,849.8,33.3,7.41,200.5,0.93,6.347
Madhya Pradesh,Indore,Wheat,Rabi,273.02,821.3,22.7,6.82,108.4,3.47,7.632
Andhra Pradesh,Kurnool,Rice,Kharif,547.74,1031.5,25.1,7.22,182.0,9.99,10.387
Punjab,Amritsar,Barley,Rabi,212.52,889.9,28.0,7.67,158.2,1.35,6.796
Rajasthan,Jodhpur,Barley,Rabi,128.14,419.9,34.0,8.24,96.6,0.69,4.298
Rajasthan,Bikaner,Wheat,Rabi,161.17,324.7,26.3,7.39,162.4,6.31,7.381
Gujarat,Ahmedabad,Rice,Kharif,78.77,825.0,27.3,6.87,167.1,5.48,9.536
West Bengal,Murshidabad,Wheat,Rabi,101.64,1323.1,24.7,6.46,178.7,5.34,9.701
Jharkhand,Hazaribag,Chickpea,Rabi,96.63,1041.3,28.6,4.75,125.3,2.03,3.657
West Bengal,Murshidabad,Chickpea,Rabi,65.12,1335.5,35.4,5.28,169.8,3.22,3.668
Odisha,Sambalpur,Maize,Kharif,35.45,1227.2,23.5,5.4,158.3,2.56,9.304
Karnataka,Raichur,Cotton,Kharif,235.11,1056.3,27.3,5.86,174.4,2.15,5.479
Bihar,Muzaffarpur,Soybean,Kharif,48.31,882.0,31.2,6.32,163.1,2.77,5.625
Punjab,Patiala,Wheat,Rabi,80.92,633.0,16.7,7.2,192.7,1.91,7.875
Assam,Nagaon,Groundnut,Kharif,328.16,1866.2,20.9,4.83,91.8,0.55,6.334
Uttar Pradesh,Agra,Wheat,Rabi,929.86,830.6,33.2,6.96,214.6,0.1,8.968
Karnataka,Raichur,Cotton,Kharif,311.23,781.1,23.9,6.66,159.5,2.37,4.766
Rajasthan,Bikaner,Wheat,Rabi,125.78,340.3,24.0,8.14,96.5,9.75,5.958
Tamil Nadu,Coimbatore,Sugarcane,Whole Year,683.87,1144.3,28.0,6.93,62.5,2.33,13.0
Karnataka,Dharwad,Maize,Kharif,89.11,971.9,30.6,6.6,101.6,0.85,7.394
Andhra Pradesh,Kurnool,Maize,Kharif,767.51,826.9,32.5,6.11,154.7,2.12,8.642
Punjab,Ludhiana,Barley,Rabi,71.06,677.9,19.0,6.79,136.4,9.9,6.454
Haryana,Hisar,Maize,Kharif,127.36,408.9,17.1,8.19,227.3,3.8,8.365
Madhya Pradesh,Indore,Soybean,Kharif,30.44,984.4,22.6,7.01,104.0,1.28,5.553
Bihar,Patna,Mustard,Rabi,60.33,1218.7,24.9,6.51,146.9,0.8,5.479
Odisha,Sambalpur,Maize,Kharif,381.26,1303.9,27.4,7.05,129.1,2.74,9.623
Gujarat,Ahmedabad,Mustard,Rabi,159.19,551.2,35.6,6.82,114.5,1.56,3.046
Madhya Pradesh,Indore,Soybean,Kharif,863.28,1058.9,35.0,7.14,152.7,1.56,6.126
Assam,Nagaon,Groundnut,Kharif,149.0,2301.0,29.0,5.93,130.2,11.91,6.977
Haryana,Rohtak,Cotton,Kharif,57.33,489.3,29.5,7.29,170.4,1.04,4.576
Punjab,Amritsar,Mustard,Rabi,321.27,852.9,18.0,7.12,191.5,2.28,5.89
Maharashtra,Pune,Barley,Rabi,686.98,833.7,30.8,5.94,121.7,5.3,6.252
Gujarat,Rajkot,Maize,Kharif,51.08,901.3,23.8,7.74,60.3,0.58,6.844
Assam,Jorhat,Mustard,Rabi,480.32,2820.4,26.5,5.48,144.4,8.59,6.336
Maharashtra,Nagpur,Mustard,Rabi,297.33,802.0,27.5,5.27,130.9,0.31,4.324
Madhya Pradesh,Bhopal,Mustard,Rabi,462.96,928.3,27.6,7.52,209.3,18.0,6.181
Odisha,Puri,Soybean,Kharif,258.98,1542.1,29.0,6.6,151.4,3.77,7.454
Odisha,Cuttack,Chickpea,Rabi,166.02,1482.4,28.6,5.94,130.0,0.1,4.284
Madhya Pradesh,Jabalpur,Rice,Kharif,200.3,1158.2,36.0,6.71,186.1,2.34,10.575
Bihar,Patna,Groundnut,Kharif,60.48,1169.3,24.5,7.04,105.9,1.28,5.819
Karnataka,Mysuru,Groundnut,Kharif,147.04,1019.4,24.9,7.32,180.4,3.31,6.756
Uttar Pradesh,Varanasi,Groundnut,Kharif,415.09,941.8,33.2,7.56,192.4,4.34,7.112
Bihar,Muzaffarpur,Chickpea,Rabi,179.25,1148.9,32.4,7.09,98.4,3.02,3.674
Jharkhand,Dhanbad,Groundnut,Kharif,26.55,1571.0,28.9,5.86,78.9,1.36,6.257
Assam,Jorhat,Maize,Kharif,62.97,1770.5,25.4,5.96,141.8,10.52,10.503
Maharashtra,Nagpur,Groundnut,Kharif,271.28,645.1,36.0,7.22,118.5,1.06,4.707
Uttar Pradesh,Agra,Chickpea,Rabi,15.54,733.8,23.7,6.76,124.4,0.97,3.205
Haryana,Rohtak,Maize,Kharif,65.28,547.0,21.4,7.77,162.9,0.32,7.085
Jharkhand,Dhanbad,Cotton,Kharif,110.27,1025.4,36.1,5.38,48.1,3.84,4.023
Andhra Pradesh,Kurnool,Mustard,Rabi,465.94,897.2,28.8,6.42,136.2,5.04,4.985
Madhya Pradesh,Indore,Mustard,Rabi,60.67,692.2,18.3,6.76,103.1,0.25,3.868
Haryana,Karnal,Cotton,Kharif,102.45,511.9,22.1,7.09,183.4,1.43,4.479
Bihar,Patna,Mustard,Rabi,117.3,967.3,25.6,6.44,146.1,3.5,5.484
Uttar Pradesh,Agra,Wheat,Rabi,658.66,856.7,24.4,7.49,201.3,2.43,9.285
Maharashtra,Pune,Mustard,Rabi,157.42,1286.7,29.4,7.14,119.8,2.19,5.283
Odisha,Sambalpur,Mustard,Rabi,137.05,1384.3,25.8,5.97,152.8,0.7,5.633
Andhra Pradesh,Kurnool,Sugarcane,Whole Year,159.04,953.4,26.8,6.04,225.3,7.42,13.0
Karnataka,Dharwad,Groundnut,Kharif,149.99,1254.5,20.4,6.96,173.2,7.77,6.809
Maharashtra,Nagpur,Soybean,Kharif,39.93,1004.5,29.5,6.5,149.1,0.1,6.326
Odisha,Sambalpur,Mustard,Rabi,432.76,1388.2,32.2,5.88,96.1,6.32,4.979
Maharashtra,Nagpur,Wheat,Rabi,507.72,972.8,27.5,7.47,97.9,3.8,7.32
Assam,Jorhat,Maize,Kharif,40.63,1991.8,31.4,4.99,91.5,6.08,10.015
Uttar Pradesh,Kanpur,Groundnut,Kharif,306.81,1013.5,19.3,6.87,216.8,1.84,6.806
Odisha,Cuttack,Chickpea,Rabi,55.8,1256.7,30.5,5.54,65.4,1.72,3.319
Andhra Pradesh,Krishna,Mustard,Rabi,125.4,977.6,25.7,6.23,153.9,1.06,5.678
West Bengal,Burdwan,Mustard,Rabi,94.22,1505.0,25.6,6.05,201.0,7.28,7.296
Uttar Pradesh,Kanpur,Mustard,Rabi,232.26,1099.9,30.4,6.83,214.0,1.26,6.476
Gujarat,Surat,Mustard,Rabi,5.24,660.3,34.7,7.12,161.8,1.2,4.193
Andhra Pradesh,Kurnool,Barley,Rabi,89.79,1173.7,34.3,6.66,79.9,5.96,5.839
Assam,Nagaon,Maize,Kharif,852.25,2094.0,26.3,5.77,93.6,0.55,9.339
Andhra Pradesh,Krishna,Sugarcane,Whole Year,81.78,777.1,29.7,5.57,150.5,3.53,13.0
West Bengal,Burdwan,Groundnut,Kharif,725.38,1397.2,28.2,6.38,186.5,2.88,7.856
Jharkhand,Dhanbad,Soybean,Kharif,25.07,1116.0,23.6,5.92,101.8,0.54,5.894
Tamil Nadu,Thanjavur,Sugarcane,Whole Year,211.38,967.0,29.4,6.29,135.9,0.1,13.0
Tamil Nadu,Coimbatore,Rice,Kharif,464.84,1065.4,29.3,6.86,154.7,15.49,10.197
Bihar,Patna,Barley,Rabi,9.85,1250.3,28.1,7.01,144.4,1.3,7.135
Tamil Nadu,Coimbatore,Sugarcane,Whole Year,722.79,621.1,22.3,6.33,245.2,1.21,13.0
Punjab,Patiala,Wheat,Rabi,43.55,723.0,17.3,7.27,166.3,0.67,7.896
Odisha,Cuttack,Groundnut,Kharif,181.17,1332.4,32.5,7.62,63.5,3.86,5.679
West Bengal,Burdwan,Mustard,Rabi,9.85,1681.2,19.6,5.39,149.1,5.42,6.347
Maharashtra,Nagpur,Barley,Rabi,85.98,1023.7,33.4,7.34,139.4,0.18,5.896
Bihar,Gaya,Wheat,Rabi,151.58,1203.3,25.8,6.79,150.5,6.89,9.165
Gujarat,Rajkot,Soybean,Kharif,87.57,767.3,27.4,7.3,178.3,1.87,5.393
Assam,Nagaon,Barley,Rabi,318.8,1976.2,22.4,5.55,49.2,0.22,6.587
Jharkhand,Hazaribag,Chickpea,Rabi,307.21,1093.7,14.7,5.36,140.3,11.98,3.974
Maharashtra,Pune,Groundnut,Kharif,58.8,1204.7,35.8,6.69,103.7,2.34,5.765
Tamil Nadu,Madurai,Chickpea,Rabi,146.45,939.9,32.5,7.21,81.3,0.14,2.579
Andhra Pradesh,Kurnool,Sugarcane,Whole Year,4.42,780.2,27.3,6.05,226.0,0.9,13.0
Haryana,Hisar,Wheat,Rabi,10.63,639.8,24.8,8.65,206.1,3.86,8.493
Punjab,Amritsar,Sugarcane,Whole Year,203.92,587.0,19.1,7.01,162.5,3.96,13.0
Rajasthan,Bikaner,Sugarcane,Whole Year,1081.0,368.7,29.2,7.69,91.4,1.95,10.582
Madhya Pradesh,Bhopal,Maize,Kharif,22.37,1014.7,24.3,6.21,111.9,13.76,8.459
Assam,Nagaon,Groundnut,Kharif,341.46,2231.2,24.4,5.27,34.5,1.0,5.789
Karnataka,Dharwad,Cotton,Kharif,36.58,794.6,21.6,5.87,133.4,5.97,4.709
Uttar Pradesh,Kanpur,Barley,Rabi,159.44,962.0,23.2,6.6,138.1,2.56,6.838
Haryana,Rohtak,Sugarcane,Whole Year,149.45,523.8,22.0,7.44,152.3,2.2,12.347
Odisha,Cuttack,Cotton,Kharif,301.41,1239.6,22.8,6.41,149.7,2.2,5.854
Odisha,Puri,Groundnut,Kharif,339.98,1322.5,33.3,6.31,115.8,0.88,6.642
Andhra Pradesh,Krishna,Cotton,Kharif,151.0,601.7,30.4,6.77,61.7,4.07,4.031
Odisha,Puri,Chickpea,Rabi,81.41,1093.6,24.9,5.97,100.3,0.11,3.43
Andhra Pradesh,Krishna,Sugarcane,Whole Year,340.19,901.7,29.4,6.98,173.1,6.44,13.0
Gujarat,Ahmedabad,Sugarcane,Whole Year,94.74,650.6,30.1,7.78,149.2,1.02,13.0
Punjab,Patiala,Wheat,Rabi,514.08,595.9,20.5,7.58,254.0,10.24,10.218
Madhya Pradesh,Indore,Chickpea,Rabi,4.45,739.4,30.3,7.51,66.1,1.45,2.293
Punjab,Ludhiana,Mustard,Rabi,25.17,615.5,21.1,7.06,242.1,2.93,6.125
Jharkhand,Ranchi,Maize,Kharif,345.5,1323.2,28.3,5.28,115.6,5.56,9.39
Rajasthan,Jodhpur,Maize,Kharif,80.08,341.0,44.3,8.18,84.8,0.44,4.455
Karnataka,Dharwad,Maize,Kharif,254.58,1218.8,29.1,7.03,178.0,2.31,10.103
Odisha,Puri,Rice,Kharif,146.62,1340.5,30.4,5.41,63.8,9.66,9.666
Haryana,Hisar,Maize,Kharif,278.07,665.5,32.8,7.41,174.0,1.7,8.222
Gujarat,Surat,Maize,Kharif,313.43,529.3,23.1,7.27,106.0,12.11,6.476
Karnataka,Mysuru,Barley,Rabi,124.35,871.0,23.5,7.89,138.1,0.65,6.257
Rajasthan,Jaipur,Groundnut,Kharif,356.91,175.0,25.1,7.63,41.6,4.67,3.06
Punjab,Patiala,Soybean,Kharif,15.88,695.9,20.3,7.37,238.5,3.35,5.561
Assam,Jorhat,Chickpea,Rabi,585.64,2208.6,23.4,5.95,28.1,0.54,4.182
Madhya Pradesh,Indore,Cotton,Kharif,8.51,847.2,24.2,7.28,161.3,5.99,5.244
Rajasthan,Jodhpur,Maize,Kharif,203.47,350.9,17.7,7.68,46.5,0.83,4.534
Karnataka,Dharwad,Rice,Kharif,765.01,964.0,33.3,6.21,86.8,1.18,8.637
Rajasthan,Jaipur,Cotton,Kharif,305.41,351.7,31.5,8.66,94.2,0.6,2.706
Maharashtra,Nashik,Rice,Kharif,113.33,656.4,27.0,7.27,187.5,5.01,9.19
Assam,Jorhat,Barley,Rabi,2.42,2218.9,23.2,5.5,93.5,5.9,6.823
Odisha,Cuttack,Sugarcane,Whole Year,263.5,1708.6,37.6,6.67,103.1,5.68,13.0
Andhra Pradesh,Guntur,Sugarcane,Whole Year,136.77,788.4,26.5,6.84,163.6,3.04,13.0
Maharashtra,Nagpur,Cotton,Kharif,535.67,1184.6,36.1,6.74,168.7,4.65,6.337
Rajasthan,Bikaner,Groundnut,Kharif,76.97,259.3,24.8,8.38,147.4,0.1,4.111
Maharashtra,Nashik,Wheat,Rabi,123.96,741.9,30.3,7.18,59.2,8.33,6.228
Jharkhand,Ranchi,Groundnut,Kharif,160.01,1391.5,34.0,5.97,71.5,8.01,5.999
Punjab,Amritsar,Mustard,Rabi,49.25,577.1,31.1,7.68,185.1,0.35,4.254
Maharashtra,Nashik,Mustard,Rabi,180.86,1027.6,25.6,6.21,109.4,1.58,4.962
Tamil Nadu,Madurai,Mustard,Rabi,57.75,877.9,33.8,6.55,108.4,1.81,4.124
Tamil Nadu,Madurai,Maize,Kharif,56.57,1190.7,24.7,6.46,142.7,3.27,9.43
Maharashtra,Nashik,Sugarcane,Whole Year,382.42,1068.6,27.9,6.94,147.1,2.43,13.0
Haryana,Rohtak,Barley,Rabi,254.29,553.1,25.3,7.77,177.1,6.39,6.768
Haryana,Rohtak,Rice,Kharif,116.87,487.8,33.3,8.19,138.5,2.62,7.174
Rajasthan,Jaipur,Rice,Kharif,182.31,361.7,33.2,7.88,146.9,0.1,7.222
Odisha,Puri,Soybean,Kharif,4.7,1532.7,26.3,6.16,57.5,0.29,6.418
Uttar Pradesh,Agra,Maize,Kharif,61.11,940.7,32.6,6.54,209.3,3.21,10.001
Haryana,Hisar,Groundnut,Kharif,69.43,486.4,27.9,6.96,179.2,3.33,5.335
Andhra Pradesh,Guntur,Cotton,Kharif,532.34,693.0,32.7,7.43,97.7,0.8,4.026
Andhra Pradesh,Krishna,Maize,Kharif,135.34,969.4,26.9,6.23,164.2,1.61,8.947
Madhya Pradesh,Jabalpur,Mustard,Rabi,73.13,815.2,34.1,7.57,163.5,18.0,5.221
Punjab,Patiala,Sugarcane,Whole Year,16.37,554.3,23.0,7.74,220.8,0.62,13.0
West Bengal,Murshidabad,Rice,Kharif,99.95,1530.4,30.5,6.19,96.3,1.63,10.33
West Bengal,Murshidabad,Barley,Rabi,251.33,1659.6,31.1,7.14,157.0,4.52,7.68
Odisha,Cuttack,Barley,Rabi,135.66,1493.1,24.5,6.32,73.3,1.71,6.672
Odisha,Sambalpur,Sugarcane,Whole Year,74.57,1324.7,31.9,5.64,130.4,1.04,13.0
